Date,Open,High,Low,Close,Volume
2015-03-23,268.03,272.00,259.50,262.18,9562.16025689
2015-03-24,262.18,267.99,241.84,247.41,17787.05649056
2015-03-25,246.89,251.91,236.40,244.10,14966.64837301
2015-03-26,243.82,253.75,243.69,253.00,8056.22774581
2015-03-27,253.00,253.00,245.12,248.56,6166.13531825
2015-03-28,248.56,253.83,247.17,251.19,6093.25178742
2015-03-29,251.19,253.11,240.22,244.20,5375.05500645
2015-03-30,244.19,248.22,236.52,247.85,8683.70221474
2015-03-31,247.85,248.86,238.55,242.92,8058.75848984
2015-04-01,242.92,246.70,239.32,245.00,6594.98902377
2015-04-02,244.99,256.96,244.52,253.64,9557.36661719
2015-04-03,253.64,256.67,250.90,254.07,5547.60426015
2015-04-04,254.07,255.85,250.76,252.50,3079.97402642
2015-04-05,252.50,260.02,251.65,256.98,4608.84956772
2015-04-06,256.97,262.98,254.65,255.00,6440.46107605
2015-04-07,255.11,257.01,251.50,255.52,6203.97839862
2015-04-08,255.51,255.52,243.15,243.89,11070.80775086
2015-04-09,243.90,246.90,238.47,242.39,8756.90694734
2015-04-10,242.99,243.94,231.00,235.00,11487.43943796
2015-04-11,235.29,239.42,233.00,236.21,4390.94672392
2015-04-12,236.19,237.50,233.42,236.31,2915.25440515
2015-04-13,236.31,236.90,221.00,224.97,11789.48267873
2015-04-14,225.13,225.42,210.00,216.97,18659.05956352
2015-04-15,216.97,222.43,213.00,219.83,10831.34308943
2015-04-16,219.68,229.67,218.50,228.52,11112.40490068
2015-04-17,228.49,229.17,220.00,223.94,8468.08824021
2015-04-18,223.88,224.38,220.32,222.93,4834.04449920
2015-04-19,223.07,227.35,222.71,223.26,5852.05244291
2015-04-20,223.29,226.51,221.43,224.27,5723.16268533
2015-04-21,224.27,226.42,223.00,226.33,5541.91625956
2015-04-22,226.33,238.64,226.33,237.19,12935.62638472
2015-04-23,237.19,237.21,229.10,234.90,10776.62116510
2015-04-24,234.91,236.00,228.00,231.55,7849.52818372
2015-04-25,231.52,232.29,225.70,228.12,6052.60791546
2015-04-26,228.12,228.45,214.98,218.01,10380.49045351
2015-04-27,218.01,225.08,217.52,221.54,11470.02142791
2015-04-28,221.52,229.93,220.70,225.12,12196.94711370
2015-04-29,225.10,226.35,221.81,226.07,8527.57261475
2015-04-30,226.07,237.16,224.60,236.76,11059.04899413
2015-05-01,236.69,240.00,232.57,234.17,8103.39547624
2015-05-02,234.17,235.15,229.87,234.75,5109.24986643
2015-05-03,234.60,242.25,232.31,240.74,4373.33802825
2015-05-04,240.70,242.20,236.10,237.01,6771.79143590
2015-05-05,237.01,238.99,229.66,233.68,9058.59350700
2015-05-06,233.74,235.98,232.26,234.41,6474.73728853
2015-05-07,233.67,240.00,227.01,236.82,12259.16334267
2015-05-08,236.81,246.57,235.29,245.00,10109.42227100
2015-05-09,245.03,247.01,238.62,241.37,6092.56349507
2015-05-10,241.37,244.99,238.02,239.96,3518.87358031
2015-05-11,239.96,244.51,237.99,242.36,8784.88118965
2015-05-12,242.01,242.94,237.54,241.94,9063.34768057
2015-05-13,241.68,244.10,240.01,243.44,6133.86201127
2015-05-14,243.48,244.14,235.06,237.50,9059.07586062
2015-05-15,237.26,239.28,232.22,237.40,6176.06733583
2015-05-16,237.40,237.40,235.01,235.57,3233.99746739
2015-05-17,235.71,237.00,234.00,236.55,3021.46505495
2015-05-18,236.55,236.94,233.40,235.96,6059.95758000
2015-05-19,236.04,236.04,231.13,233.05,6177.41753362
2015-05-20,233.05,234.86,230.86,233.77,8030.87945439
2015-05-21,233.85,236.52,233.01,235.36,5042.95215664
2015-05-22,235.71,240.90,232.92,239.80,8679.64823440
2015-05-23,239.80,240.67,236.00,238.55,5261.03763096
2015-05-24,238.55,241.64,237.66,240.79,2639.55565675
2015-05-25,240.72,240.88,233.10,235.56,5052.33282271
2015-05-26,235.50,237.96,234.00,236.19,8087.45377481
2015-05-27,236.19,237.35,234.00,235.42,9088.26236721
2015-05-28,235.43,236.76,234.87,236.07,4779.95520201
2015-05-29,236.40,236.80,234.00,236.00,6686.80562577
2015-05-30,236.00,236.21,231.00,231.06,4715.66675296
2015-05-31,231.38,232.51,229.99,231.52,3666.54816175
2015-06-01,231.50,231.54,221.00,222.64,11438.97333145
2015-06-02,222.59,226.38,220.65,225.42,9069.90858544
2015-06-03,225.16,226.99,222.57,226.89,5392.40728395
2015-06-04,226.90,226.98,223.50,224.90,4524.21201787
2015-06-05,224.90,225.90,219.03,224.82,8946.09114514
2015-06-06,224.95,225.26,223.07,224.79,2888.19112376
2015-06-07,224.80,225.48,221.86,222.50,3402.55872542
2015-06-08,222.29,229.20,222.03,229.20,8252.80665496
2015-06-09,229.20,230.79,226.67,229.02,9082.33167357
2015-06-10,229.02,229.88,226.83,228.31,6656.44875672
2015-06-11,228.30,229.57,226.95,228.49,5087.59718588
2015-06-12,228.70,230.70,228.01,229.66,5355.48780499
2015-06-13,229.66,230.50,228.06,230.48,3124.21894897
2015-06-14,230.48,234.00,230.35,232.10,5059.76833758
2015-06-15,232.01,237.09,231.00,236.89,9616.45583268
2015-06-16,236.83,252.05,234.35,246.10,17234.63109380
2015-06-17,245.90,257.39,243.51,251.00,16863.58427724
2015-06-18,250.91,251.58,240.00,247.91,12017.11356544
2015-06-19,247.99,249.93,244.15,245.00,5962.38167263
2015-06-20,245.00,246.24,239.93,244.62,5989.17100928
2015-06-21,244.60,245.00,241.06,242.00,2036.98493393
2015-06-22,241.90,246.92,241.64,245.95,4811.00271839
2015-06-23,246.19,247.99,242.14,244.67,4979.22225265
2015-06-24,244.67,245.19,238.20,241.43,6907.70555382
2015-06-25,241.43,242.90,239.18,241.57,4934.41736728
2015-06-26,241.64,242.24,240.00,241.25,4010.11087500
2015-06-27,241.25,249.62,240.50,247.70,6875.28181700
2015-06-28,247.90,252.00,247.10,247.34,7571.24412712
2015-06-29,247.33,256.94,247.04,254.36,14133.42442689
2015-06-30,254.36,268.00,254.00,261.78,20046.24587014
2015-07-01,261.70,265.25,253.81,258.55,13441.65151580
2015-07-02,258.55,260.77,253.19,254.97,10440.75919538
2015-07-03,254.99,256.43,252.40,255.37,9041.71431608
2015-07-04,255.45,258.99,254.05,257.16,6711.38803320
2015-07-05,257.16,274.74,257.07,269.95,19569.06958362
2015-07-06,269.94,278.54,267.13,275.00,21057.86433340
2015-07-07,275.04,275.60,264.41,266.52,13926.53382135
2015-07-08,266.52,273.24,263.01,269.51,17194.02065006
2015-07-09,269.69,271.98,265.92,268.50,14753.55727358
2015-07-10,268.50,294.71,268.11,293.12,26142.07186044
2015-07-11,293.12,298.05,283.85,294.00,13925.89916806
2015-07-12,294.00,317.99,291.64,308.93,22205.41278820
2015-07-13,308.52,311.64,281.00,288.04,29454.48899719
2015-07-14,288.04,297.13,286.02,290.10,10905.43956185
2015-07-15,290.14,293.70,287.15,291.30,7711.25440079
2015-07-16,291.30,292.40,274.92,276.80,22533.50445767
2015-07-17,276.80,280.32,272.31,279.50,12262.78551496
2015-07-18,279.50,283.00,276.76,277.07,10543.14434321
2015-07-19,277.07,278.10,275.18,275.83,4543.23323266
2015-07-20,275.83,279.16,274.62,278.64,9149.13625333
2015-07-21,278.13,281.07,277.33,279.80,7735.98884146
2015-07-22,279.80,279.80,275.00,276.12,9104.72211308
2015-07-23,276.12,278.55,275.79,277.18,7014.93912761
2015-07-24,277.17,288.97,275.90,288.77,13997.36054675
2015-07-25,288.74,292.00,286.50,288.49,9244.05555059
2015-07-26,288.49,294.00,287.36,291.28,5393.78193152
2015-07-27,291.34,295.69,286.43,295.16,12281.48947390
2015-07-28,295.11,297.44,292.19,293.99,10896.06085512
2015-07-29,293.99,295.14,287.27,291.15,10321.56411906
2015-07-30,291.37,292.00,284.53,287.40,8253.12768329
2015-07-31,286.97,289.00,281.80,286.11,8031.39295604
2015-08-01,286.11,286.11,276.66,281.28,7210.47719471
2015-08-02,281.28,282.07,276.57,281.99,4605.97752831
2015-08-03,281.82,285.80,279.52,283.76,6036.85660679
2015-08-04,284.15,285.88,280.26,284.76,6236.58063070
2015-08-05,284.76,285.86,280.63,282.16,6559.25122773
2015-08-06,282.08,282.80,276.80,277.83,6714.38355648
2015-08-07,277.83,280.43,274.19,279.89,9230.85490445
2015-08-08,279.78,279.97,266.80,269.87,8666.00275643
2015-08-09,269.69,269.69,260.41,262.85,10165.34815027
2015-08-10,262.92,266.79,261.60,264.06,9506.69005434
2015-08-11,264.45,266.99,263.07,265.90,7708.64137382
2015-08-12,265.90,271.50,265.44,269.03,10125.91337027
2015-08-13,269.03,270.41,262.32,265.44,11130.16774938
2015-08-14,265.44,266.99,262.00,266.50,8381.12138650
2015-08-15,266.58,266.97,263.34,263.34,4592.50779881
2015-08-16,264.54,264.63,255.00,256.00,9726.29510867
2015-08-17,255.99,259.12,254.01,258.13,8191.75451029
2015-08-18,258.13,258.27,252.26,252.39,9171.55535232
2015-08-19,252.32,252.61,221.11,232.17,25771.91228553
2015-08-20,232.18,236.66,222.01,235.83,21237.71821240
2015-08-21,235.83,236.66,231.77,233.81,9102.86555527
2015-08-22,233.81,235.20,223.01,226.34,16438.07223106
2015-08-23,225.89,234.03,225.79,227.81,14124.87431115
2015-08-24,227.82,228.99,207.73,216.24,29574.27323974
2015-08-25,216.31,226.00,198.12,224.47,42752.38412087
2015-08-26,224.36,231.09,218.60,227.63,30792.73960893
2015-08-27,227.46,228.89,223.17,227.16,13745.54809218
2015-08-28,227.18,235.93,220.29,233.15,22782.60652009
2015-08-29,233.15,234.64,226.67,228.40,15914.92213525
2015-08-30,228.40,232.75,225.04,227.80,17316.22316732
2015-08-31,227.69,232.49,224.39,231.57,15051.14667570
2015-09-01,231.34,231.81,226.17,227.31,23996.38291800
2015-09-02,227.31,230.77,226.00,228.40,21504.60405785
2015-09-03,229.19,229.96,226.50,227.08,19685.42120457
2015-09-04,227.08,231.40,226.33,230.84,21244.84147158
2015-09-05,230.84,237.22,229.23,234.73,19346.68197789
2015-09-06,234.73,244.20,233.87,239.99,24281.33193327
2015-09-07,240.02,242.91,238.44,240.17,23759.25419091
2015-09-08,240.16,246.24,239.58,243.76,24993.44286927
2015-09-09,243.76,244.55,237.01,240.26,22406.48980050
2015-09-10,240.11,241.65,234.78,238.90,21106.12663852
2015-09-11,239.14,240.94,237.10,239.45,13932.87182481
2015-09-12,239.45,240.02,233.02,234.66,16804.44993147
2015-09-13,234.23,236.22,228.00,229.83,15579.07134929
2015-09-14,230.05,232.92,223.99,231.48,21328.99799743
2015-09-15,231.48,231.48,226.50,229.10,17964.02165690
2015-09-16,229.38,230.50,223.00,227.55,17402.97114460
2015-09-17,227.54,235.00,226.58,233.08,14795.95073321
2015-09-18,233.08,234.40,230.83,233.62,17442.27529849
2015-09-19,233.40,233.91,230.01,231.10,14249.80644760
2015-09-20,231.10,231.70,229.11,229.16,13127.72193899
2015-09-21,229.15,230.49,225.00,226.90,12558.04402883
2015-09-22,227.32,231.96,223.12,230.48,19949.07849890
2015-09-23,230.20,231.50,228.13,230.46,12962.11960667
2015-09-24,230.46,235.52,228.00,235.31,24302.07926240
2015-09-25,235.05,237.25,232.00,235.44,23251.87426021
2015-09-26,235.30,235.81,233.00,234.05,15126.81723292
2015-09-27,234.05,234.98,231.52,232.62,13986.81657451
2015-09-28,232.62,239.68,231.16,238.31,19999.19099564
2015-09-29,238.31,240.56,235.09,237.50,20678.68853389
2015-09-30,237.50,238.27,234.67,237.33,21718.55838059
2015-10-01,237.33,239.44,235.01,238.30,18216.84350730
2015-10-02,238.30,239.12,235.00,237.68,19402.54936089
2015-10-03,237.46,239.69,236.30,239.34,18064.01054483
2015-10-04,239.34,239.98,238.12,238.47,14370.52318788
2015-10-05,238.50,239.73,236.10,239.24,18310.04301480
2015-10-06,239.37,248.19,239.22,246.71,28530.08812643
2015-10-07,246.81,247.65,242.30,245.28,22594.07293857
2015-10-08,245.28,245.55,242.06,244.16,14909.42387283
2015-10-09,244.14,244.95,242.16,244.48,14776.73491550
2015-10-10,244.48,246.43,243.00,245.27,17583.02479141
2015-10-11,245.27,248.33,244.53,247.75,7947.80713950
2015-10-12,247.75,248.50,245.01,246.53,21149.11795794
2015-10-13,246.46,250.89,242.82,250.25,25745.09603319
2015-10-14,250.25,255.93,248.06,253.79,26887.51758341
2015-10-15,254.21,256.50,250.30,254.43,22523.40272732
2015-10-16,254.43,267.00,253.60,265.93,29022.75650429
2015-10-17,265.40,273.00,259.31,264.62,29843.57061155
2015-10-18,264.62,271.17,260.00,263.40,10825.45735154
2015-10-19,263.40,266.01,259.82,263.82,16144.39947710
2015-10-20,263.52,272.95,262.67,270.88,27353.95854311
2015-10-21,271.09,272.69,264.00,269.04,23595.93575280
2015-10-22,269.04,280.04,267.26,273.14,24184.64188364
2015-10-23,273.73,280.19,273.01,278.38,26026.68553539
2015-10-24,277.92,281.60,276.21,279.97,18771.92638753
2015-10-25,279.96,296.00,279.08,293.99,28018.26207203
2015-10-26,293.99,293.99,279.25,283.87,24939.84341904
2015-10-27,283.78,300.00,283.61,296.10,33052.73859842
2015-10-28,296.69,308.48,291.00,300.75,31113.22215526
2015-10-29,300.75,319.60,299.28,311.97,32579.43316026
2015-10-30,311.97,334.05,311.96,327.05,37652.47418242
2015-10-31,327.08,334.67,302.99,311.64,29720.97583984
2015-11-01,311.62,321.69,303.01,313.99,11918.30345307
2015-11-02,313.99,343.42,312.58,342.54,25501.17337357
2015-11-03,343.40,417.08,342.54,417.00,76952.78107203
2015-11-04,417.00,502.00,372.53,475.50,100714.05054385
2015-11-05,471.40,480.00,364.37,404.46,80972.91950993
2015-11-06,404.48,417.38,353.26,380.11,48766.11709502
2015-11-07,380.11,392.82,362.64,388.00,32734.35226146
2015-11-08,388.00,390.47,371.10,381.02,24726.16696745
2015-11-09,381.37,386.79,360.54,379.99,26191.79775173
2015-11-10,380.00,382.00,351.25,351.90,35771.98983513
2015-11-11,352.00,355.49,300.30,308.65,60189.31696246
2015-11-12,308.85,344.78,294.00,324.03,39849.94423398
2015-11-13,324.03,342.00,323.42,332.11,25615.32095160
2015-11-14,331.52,340.00,328.00,332.72,21454.74605539
2015-11-15,332.73,356.10,314.60,321.14,22324.23214743
2015-11-16,322.00,332.20,315.00,330.77,29533.81579202
2015-11-17,331.06,350.44,327.00,336.50,32723.51698551
2015-11-18,336.50,338.80,330.28,333.49,28182.47924030
2015-11-19,333.50,337.89,325.88,329.00,27146.66262269
2015-11-20,329.00,329.24,310.00,319.06,21785.08799546
2015-11-21,319.24,328.94,318.13,325.18,6203.75667839
2015-11-22,325.70,326.60,320.13,322.96,4001.27182255
2015-11-23,322.96,326.09,320.39,323.98,4679.22516940
2015-11-24,323.98,324.58,317.00,321.68,7829.41513767
2015-11-25,321.68,326.49,316.00,325.72,11044.64152530
2015-11-26,325.72,369.70,324.18,350.03,35034.55697184
2015-11-27,350.03,364.80,341.65,359.86,15635.77075759
2015-11-28,359.37,360.77,350.41,356.66,7005.26437895
2015-11-29,356.50,365.00,354.16,362.30,4612.72253498
2015-11-30,362.30,383.00,362.01,374.19,17624.75505158
2015-12-01,374.19,380.00,354.56,362.78,19011.08608799
2015-12-02,362.40,364.27,348.64,358.62,11551.43750417
2015-12-03,358.62,370.53,356.21,364.07,12374.01612412
2015-12-04,364.07,364.07,355.92,361.37,9833.04725144
2015-12-05,361.29,383.12,360.46,377.50,13441.46819983
2015-12-06,377.50,399.85,375.98,391.62,17510.54956132
2015-12-07,392.10,399.91,381.01,395.58,14015.26248274
2015-12-08,395.58,397.99,388.33,395.38,9050.29373538
2015-12-09,395.38,424.95,393.76,411.99,24535.34878715
2015-12-10,412.15,419.79,408.91,415.60,9151.35339599
2015-12-11,415.60,444.88,414.03,443.36,19493.77621586
2015-12-12,443.32,467.80,403.00,424.69,38424.03508966
2015-12-13,424.69,442.97,422.03,438.83,9507.02965435
2015-12-14,438.86,448.12,428.42,444.78,13567.18973969
2015-12-15,444.60,464.99,437.68,458.68,19305.56786178
2015-12-16,458.71,465.00,436.89,454.87,22852.64498850
2015-12-17,454.87,458.84,445.22,454.13,9520.92196465
2015-12-18,453.18,466.64,451.64,458.21,11090.55157272
2015-12-19,458.61,465.90,452.03,459.73,8852.98627916
2015-12-20,459.99,462.00,433.83,441.28,14621.49496311
2015-12-21,441.27,450.00,425.52,435.00,19188.74060311
2015-12-22,434.31,443.58,433.00,433.53,8199.20799725
2015-12-23,433.53,443.50,433.06,443.16,7807.92775887
2015-12-24,443.49,459.54,441.11,453.38,10709.29419467
2015-12-25,453.10,458.33,448.00,455.23,3580.17975900
2015-12-26,455.23,457.45,407.25,415.58,24039.62960318
2015-12-27,413.85,425.42,410.00,419.35,9022.18891869
2015-12-28,419.49,429.86,419.27,423.74,6410.72579210
2015-12-29,423.71,433.17,417.01,430.00,9325.34346301
2015-12-30,429.50,434.97,420.75,426.88,10127.58622775
2015-12-31,427.90,432.00,419.99,431.28,6528.23742370
2016-01-01,430.91,436.00,427.20,432.02,3894.61872530
2016-01-02,432.02,435.99,430.42,433.47,3190.45302954
2016-01-03,433.68,434.20,424.32,426.99,3929.92611337
2016-01-04,427.00,435.35,424.06,433.15,5057.11928764
2016-01-05,432.53,435.86,429.50,432.31,5179.44519201
2016-01-06,432.30,432.67,426.54,430.50,5253.19352527
2016-01-07,430.50,456.75,429.11,456.75,14883.52109759
2016-01-08,456.75,465.00,444.51,450.00,12002.73060748
2016-01-09,450.50,454.00,446.68,450.15,4453.46849327
2016-01-10,450.15,452.99,440.80,446.85,4250.97655224
2016-01-11,446.86,451.13,438.00,447.95,7657.38475248
2016-01-12,447.95,449.00,442.88,446.63,4453.07995368
2016-01-13,446.62,447.34,424.50,429.50,12550.63790761
2016-01-14,429.50,434.00,427.00,432.00,4263.63890098
2016-01-15,432.00,432.10,381.35,390.82,29813.14970071
2016-01-16,391.39,392.60,352.00,374.59,26459.73596479
2016-01-17,374.60,392.07,373.68,386.08,13748.64637322
2016-01-18,386.08,388.50,373.63,385.48,7870.40739274
2016-01-19,385.18,386.92,377.15,379.24,6332.28521437
2016-01-20,379.16,415.00,372.53,408.57,22055.62278423
2016-01-21,407.02,422.98,405.03,408.10,12917.49639149
2016-01-22,408.17,413.08,380.01,383.70,12272.82458635
2016-01-23,383.71,395.00,374.45,388.71,10418.44668068
2016-01-24,388.16,405.55,382.88,403.72,5524.95188154
2016-01-25,403.72,405.97,385.50,389.89,8054.25820381
2016-01-26,389.62,397.70,388.00,393.48,5723.41873140
2016-01-27,393.45,397.00,386.20,394.43,5523.40235912
2016-01-28,393.46,396.12,376.00,382.45,11044.49477214
2016-01-29,382.15,383.99,363.73,376.47,12497.15973542
2016-01-30,376.47,380.42,372.00,377.71,3908.29851131
2016-01-31,377.60,380.37,372.72,375.98,3187.25293265
2016-02-01,375.19,378.20,364.70,371.91,7743.79745004
2016-02-02,371.90,375.00,369.06,373.05,6275.68868779
2016-02-03,373.04,374.00,367.17,368.88,6353.81514874
2016-02-04,368.88,389.99,365.00,383.47,10820.52943774
2016-02-05,383.47,391.88,383.42,386.70,10560.49596668
2016-02-06,386.70,387.31,371.35,375.52,6026.00840570
2016-02-07,375.52,380.00,373.23,374.48,3021.02163920
2016-02-08,374.31,378.99,373.04,375.36,4690.68614225
2016-02-09,375.30,377.00,369.12,373.56,7821.14168642
2016-02-10,373.98,383.85,372.11,379.75,10043.32723769
2016-02-11,379.75,381.30,375.00,375.97,6107.52822972
2016-02-12,376.10,383.00,373.54,382.00,6886.37562884
2016-02-13,382.00,389.75,380.52,389.60,7501.14238133
2016-02-14,389.17,403.58,388.12,399.80,8874.54333546
2016-02-15,399.80,409.71,396.00,401.91,8821.19644852
2016-02-16,400.61,407.80,393.40,406.34,8465.29432869
2016-02-17,406.36,421.11,403.96,420.90,10564.70294772
2016-02-18,420.41,424.90,412.02,418.00,9166.17451551
2016-02-19,418.00,422.00,414.00,417.38,5905.65996823
2016-02-20,417.38,443.96,417.38,443.40,9536.91764351
2016-02-21,443.34,447.99,425.98,434.46,12105.52081043
2016-02-22,434.46,439.30,430.90,438.50,5456.60988624
2016-02-23,438.50,440.00,414.00,416.46,10868.41083008
2016-02-24,416.32,424.28,409.07,422.69,7441.18521834
2016-02-25,422.72,426.75,415.79,422.18,5589.69311805
2016-02-26,422.01,425.00,418.01,424.45,4028.78222115
2016-02-27,424.44,435.00,422.01,431.99,5010.25929328
2016-02-28,431.99,435.00,422.29,432.35,3289.02975027
2016-02-29,432.35,440.99,428.12,435.90,7688.48828823
2016-03-01,435.90,437.50,427.01,431.78,6455.30459800
2016-03-02,432.48,434.50,427.50,429.37,5812.64116350
2016-03-03,429.37,429.90,415.85,420.68,7609.18553853
2016-03-04,420.54,423.90,416.00,417.50,6216.50587681
2016-03-05,417.45,418.24,382.00,398.50,18351.33365390
2016-03-06,398.50,412.31,393.11,408.51,6151.79638808
2016-03-07,408.51,412.50,403.00,412.49,5459.70221581
2016-03-08,412.34,414.99,408.46,410.83,6118.78438948
2016-03-09,410.55,413.51,408.75,412.99,5008.05552848
2016-03-10,412.99,416.90,409.31,415.99,5321.14783828
2016-03-11,415.99,421.91,414.70,420.95,5852.20837981
2016-03-12,420.81,421.00,406.59,409.09,5010.83358498
2016-03-13,409.18,417.00,408.93,412.69,3391.57413661
2016-03-14,412.69,415.22,410.50,413.89,4133.09057095
2016-03-15,413.89,417.43,412.15,415.98,4731.65424884
2016-03-16,415.98,416.40,413.15,415.98,4194.26241405
2016-03-17,415.99,419.00,414.50,418.88,3990.42496055
2016-03-18,418.67,419.00,403.34,404.02,5722.01380175
2016-03-19,405.10,409.95,404.00,404.93,3568.72347474
2016-03-20,404.96,412.00,404.92,411.26,2452.73225622
2016-03-21,411.29,411.96,406.50,411.37,3658.73323879
2016-03-22,411.35,416.24,409.65,416.00,3700.96425392
2016-03-23,416.00,419.00,413.44,418.67,4856.99643608
2016-03-24,418.74,419.00,412.85,416.49,3230.34023421
2016-03-25,416.49,416.88,412.00,416.00,2473.93774287
2016-03-26,416.00,416.99,414.00,416.10,1441.80958802
2016-03-27,416.00,427.99,415.15,426.00,4558.27796474
2016-03-28,426.00,426.40,420.58,422.09,3530.11392897
2016-03-29,422.07,424.37,407.22,414.00,5688.47680462
2016-03-30,413.90,416.20,408.59,412.99,4792.92242388
2016-03-31,412.99,416.98,411.40,416.43,3750.75582527
2016-04-01,416.52,416.99,413.42,415.59,3902.80016124
2016-04-02,415.78,420.00,414.42,418.89,2395.34638881
2016-04-03,418.46,419.44,416.10,418.21,1299.22809503
2016-04-04,418.21,419.73,416.00,419.66,3503.42037657
2016-04-05,419.66,423.00,416.61,420.83,3825.00069839
2016-04-06,420.83,422.90,420.11,421.74,2396.57108013
2016-04-07,421.74,421.99,418.21,420.00,2843.07833683
2016-04-08,420.74,423.99,416.26,418.51,4224.03090752
2016-04-09,418.05,420.69,412.00,418.00,4455.31685277
